id,file,model,scheme,run,alpha,item_idx,gsm8k_index,gold,old_score,new_score,old_parsed_answer,parsed_answer,eos,failure_flagged
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i17,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,17,26,243,0,1,,243,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i44,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,44,93,36,0,1,,36,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i65,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,65,14,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i78,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,78,28,25,0,1,,25,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i94,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,94,99,58,0,1,,58,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i108,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,108,99,58,0,1,,58,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i109,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,109,50,294,0,1,,294,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i125,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,125,14,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i127,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,127,82,623,0,1,,623,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i131,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,131,185,30,0,1,,30,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i137,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,137,103,140,0,1,,140,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i143,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,143,183,2,0,1,,2,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i147,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,147,83,600,0,1,,600,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i153,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,153,99,58,0,1,,58,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i155,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,155,138,105,0,1,,105,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i156,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,156,167,16,0,1,,16,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i157,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,157,146,2125,0,1,,2125,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i160,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,160,50,294,0,1,,294,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i162,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,162,14,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i164,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,164,10,366,0,1,,366,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i170,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,170,50,294,0,1,,294,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i172,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,172,198,320,0,1,,320,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i183,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,183,141,400,0,1,,400,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i194,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,194,14,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i195,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,195,26,243,0,1,,243,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a2.0|i199,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,2.0,199,176,100,0,1,,100,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i5,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,5,50,294,0,1,,294,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i7,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,7,70,7425,0,1,,7425,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i9,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,9,146,2125,0,1,,2125,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i32,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,32,43,48,0,1,,48,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i44,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,44,93,36,0,1,,36,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i49,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,49,36,75,0,1,,75,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i65,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,65,14,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i76,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,76,43,48,0,1,,48,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i78,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,78,28,25,0,1,,25,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i101,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,101,0,18,0,1,,18,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i109,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,109,50,294,0,1,,294,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i125,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,125,14,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i137,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,137,103,140,0,1,,140,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i146,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,146,136,6,0,1,,6,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i147,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,147,83,600,0,1,,600,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i149,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,149,136,6,0,1,,6,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i157,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,157,146,2125,0,1,,2125,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i160,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,160,50,294,0,1,,294,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i162,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,162,14,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i169,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,169,0,18,0,1,,18,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i170,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,170,50,294,0,1,,294,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i174,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,174,83,600,0,1,,600,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i184,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,184,43,48,0,1,,48,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i192,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,192,36,75,0,1,,75,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i194,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,194,14,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a4.0|i199,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,4.0,199,176,100,0,1,,100,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a6.0|i21,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,6.0,21,31,80,0,1,,80,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a6.0|i50,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,6.0,50,6,260,0,1,,260,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a6.0|i65,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,6.0,65,14,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a6.0|i99,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,6.0,99,135,40,0,1,,40,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a6.0|i117,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,6.0,117,34,23,0,1,,23,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a6.0|i125,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,6.0,125,14,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a6.0|i131,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,6.0,131,185,30,0,1,,30,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a6.0|i137,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,6.0,137,103,140,0,1,,140,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a6.0|i143,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,6.0,143,183,2,0,1,,2,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a6.0|i162,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,6.0,162,14,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a6.0|i185,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,6.0,185,6,260,0,1,,260,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a6.0|i194,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,6.0,194,14,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714|a6.0|i199,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r4,6.0,199,176,100,0,1,,100,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r5_COMPLETE_20260714|a-8.0|i10,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r5,-8.0,10,116,42,0,1,,42,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r5_COMPLETE_20260714|a-8.0|i56,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r5,-8.0,56,198,320,0,1,,320,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r5_COMPLETE_20260714|a-8.0|i75,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r5,-8.0,75,116,42,0,1,,42,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r5_COMPLETE_20260714|a-8.0|i79,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r5,-8.0,79,116,42,0,1,,42,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r5_COMPLETE_20260714|a-8.0|i146,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r5,-8.0,146,198,320,0,1,,320,1,False
